objectid,title,description,creator,date,location,lcsh_loc,coverage,region,relation,digital_collection,holding_institution,source,findingaid,notes,original_file_number,identifier,rights,rightsstatement,original_format,type,language,format,filename,display_template,object_location,image_small,image_thumb
shattuck10,White Sand Lake (Idaho),"The glass slide reads: 'White Sand Lake looking East, Idaho.'","Shattuck, C. H.",1904,Nezperce National Forest (Idaho);Kelly Mountain;Idaho;Idaho County,Nezperce National Forest (Idaho),United States--Idaho--Idaho County,Kelly Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 22; 20-13",0105-01-22,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck10.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck10.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck10_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck10_th.jpg
shattuck11,Pressure Ridge,The glass slide reads: 'Pressure ridge on pahoehoe surface.',"Shattuck, C. H.",1904,Snake River Plain (Idaho and Or.);Craters of the Moon National Monument (Idaho);Craters of the Moon National Preserve (Idaho);Inferno Cone;Idaho;Butte County,Snake River Plain (Idaho and Or.); Craters of the Moon National Monument (Idaho); Craters of the Moon National Preserve (Idaho);,United States--Idaho--Butte County,Inferno Cone,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 5; 17-27",0105-01-05,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck11.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck11.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck11_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck11_th.jpg
shattuck12,Shattuck Mountain (Idaho),The glass slide reads: 'Shattuck Mountain.',"Shattuck, C. H.",1904,Bitterroot Range (Idaho and Mont.);Blodgett Mountain;Idaho;Idaho County,Bitterroot Range (Idaho and Mont.),United States--Idaho--Idaho County,Blodgett Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 23; 20-14",0105-01-23,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck12.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck12.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck12_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck12_th.jpg
shattuck13,Blodgett Pass and Canyon,"The glass slide reads: 'Blodgett Pass and Canyon, Bitterroot Mountains.'","Shattuck, C. H.",1904,Bitterroot Range (Idaho and Mont.);Blodgett Mountain;Idaho;Idaho County,Bitterroot Range (Idaho and Mont.),United States--Idaho--Idaho County,Blodgett Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 24; 20-15",0105-01-24,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck13.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck13.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck13_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck13_th.jpg
shattuck14,Blodgett Canyon,The glass slide reads: 'Butte in Blodgett Canyon.',"Shattuck, C. H.",1904,Bitterroot Range (Idaho and Mont.);Blodgett Mountain;Idaho;Idaho County,Bitterroot Range (Idaho and Mont.),United States--Idaho--Idaho County,Blodgett Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 25; 20-17",0105-01-25,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck14.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck14.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck14_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck14_th.jpg
shattuck15,Blodgett Butte and Shattuck Mountain,The glass slide reads: 'Blodgett Butte and Shattuck Mountain from Blodgett Pass.',"Shattuck, C. H.",1904,Bitterroot Range (Idaho and Mont.);Blodgett Mountain;Idaho;Idaho County,Bitterroot Range (Idaho and Mont.),United States--Idaho--Idaho County,Blodgett Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 26; 20-18",0105-01-26,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck15.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck15.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck15_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck15_th.jpg
shattuck16,C. H. Shattuck on Shattuck Mountain,The glass slide reads: 'C. H. Shattuck on mountain of the same name over Blodgett Pass.',"Shattuck, C. H.",1904,Bitterroot Range (Idaho and Mont.);Blodgett Mountain;Idaho;Idaho County,Bitterroot Range (Idaho and Mont.),United States--Idaho--Idaho County,Blodgett Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 27; 20-19",0105-01-27,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck16.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck16.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck16_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck16_th.jpg
shattuck17,Ranger Fenn on Shattuck Mountain,The glass slide reads: 'Ranger Fenn on Shattuck Mountain overlooking Blodgett Canyon.',"Shattuck, C. H.",1904,Bitterroot Range (Idaho and Mont.);Blodgett Mountain;Idaho;Idaho County,Bitterroot Range (Idaho and Mont.),United States--Idaho--Idaho County,Blodgett Mountain,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 28; 20-20",0105-01-28,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck17.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck17.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck17_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck17_th.jpg
shattuck18,Bitterroot Mountains (Idaho),The glass slide reads: 'Higgest peaks of Bitterroots.',"Shattuck, C. H.",1904,Bitterroot Range (Idaho and Mont.);Lookout Pass;Idaho;Clearwater County,Bitterroot Range (Idaho and Mont.),United States--Idaho--Clearwater County,Lookout Pass,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 29; 20-23",0105-01-29,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck18.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck18.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck18_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck18_th.jpg
shattuck19,Alpine Fir and Lyall Larch,"The glass slide reads: 'Alpine Fir and Lyall Larch near Grave Peak, Idaho.'","Shattuck, C. H.",1904,Clearwater National Forest (Idaho);Grave Peak;Idaho;Idaho County,Clearwater National Forest (Idaho);,United States--Idaho--Idaho County,Grave Peak,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 30; 20-24",0105-01-30,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck19.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck19.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck19_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck19_th.jpg
shattuck20,Pack string of horses [1],Four horses in pack string on mountain top. The glass slide reads: 'Top of Friday Pass near Graves Peak.',"Shattuck, C. H.",1904,Clearwater National Forest (Idaho);Grave Peak;Idaho;Idaho County,Clearwater National Forest (Idaho);,United States--Idaho--Idaho County,Grave Peak,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 31; 20-26",0105-01-31,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck20.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck20.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck20_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck20_th.jpg
shattuck21,Whitebark Pine,"The glass slide reads: 'White Bark Pine. West side of Grave Peak, Idaho.'","Shattuck, C. H.",1904,Clearwater National Forest (Idaho);Grave Peak;Idaho;Idaho County,Clearwater National Forest (Idaho);,United States--Idaho--Idaho County,Grave Peak,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 32; 20-27",105-01-32,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck21.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck21.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck21_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck21_th.jpg
shattuck22,Driblet Cone,The glass slide reads: 'Driblet cone in pahoehoe.',"Shattuck, C. H.",1904,Snake River Plain (Idaho and Or.);Craters of the Moon National Monument (Idaho);Craters of the Moon National Preserve (Idaho);Inferno Cone;Idaho;Butte County,Snake River Plain (Idaho and Or.); Craters of the Moon National Monument (Idaho); Craters of the Moon National Preserve (Idaho);,United States--Idaho--Butte County,Inferno Cone,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 6; 17-29",0105-01-06,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck22.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck22.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck22_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck22_th.jpg
shattuck23,Whitebark Pine,"The glass slide reads: 'White Bark Pine near Timber Line, Grave Peak.'","Shattuck, C. H.",1904,Clearwater National Forest (Idaho);Grave Peak;Idaho;Idaho County,Clearwater National Forest (Idaho);,United States--Idaho--Idaho County,Grave Peak,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 33; 20-28",105-01-33,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck23.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck23.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck23_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck23_th.jpg
shattuck24,Grave Peak (Idaho),"The glass slide reads: 'Top of Graves Peak 8,400 ft.'","Shattuck, C. H.",1904,Clearwater National Forest (Idaho);Grave Peak;Idaho;Idaho County,Clearwater National Forest (Idaho);,United States--Idaho--Idaho County,Grave Peak,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 1, Slide 34; 20-29",105-01-34,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck24.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck24.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck24_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck24_th.jpg
